Age,Education_Level,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Feedback_Score,Dropout_Likelihood,Gender_Female,Gender_Male,Course_Name_Machine Learning,Course_Name_Python Basics,Course_Name_Data Science,Course_Name_Web Development,Learning_Style_Visual,Learning_Style_Reading/Writing,Learning_Style_Kinesthetic
45,2,193,2,77,47,61,2,43,2,1,0,1,0,0,0,1,0,1,0
42,1,473,4,64,3,58,2,95,5,0,0,1,0,0,1,0,0,0,1
18,1,51,1,65,16,83,1,38,1,0,0,0,1,0,0,0,1,0,0
34,1,167,3,91,39,71,1,48,3,0,0,1,0,0,1,0,0,0,0
39,1,194,4,54,41,47,1,85,5,0,0,1,0,0,0,1,0,0,0
42,1,456,1,39,2,47,2,37,3,0,0,0,1,0,0,0,1,0,0
18,0,279,1,89,32,56,2,75,3,0,1,0,0,0,1,0,0,0,1
27,0,335,3,91,26,61,1,60,4,0,0,0,1,0,0,0,0,0,1
43,0,150,3,71,4,56,0,85,4,0,1,0,1,0,0,0,0,0,0
18,1,230,1,59,0,90,1,63,5,0,0,1,0,0,0,0,1,0,0
41,2,101,3,78,22,48,0,57,1,1,0,1,1,0,0,0,0,1,0
34,2,248,3,49,42,51,1,95,4,0,1,0,0,0,0,0,0,0,0
18,0,31,1,92,7,95,2,38,4,1,1,0,0,0,0,1,0,0,0
33,1,438,2,43,44,95,2,43,4,0,0,1,1,0,0,0,0,1,0
33,1,85,3,85,35,44,1,46,4,1,0,1,1,0,0,0,0,0,0
26,2,254,4,72,9,62,2,31,3,0,1,0,0,1,0,0,0,0,0
49,2,104,3,73,7,48,0,94,4,0,1,0,0,1,0,0,0,1,0
27,0,393,3,72,23,94,2,92,2,1,1,0,0,0,1,0,0,0,1
41,2,285,4,66,45,93,1,67,4,0,1,0,0,0,1,0,0,0,0
15,0,275,2,58,17,40,2,70,4,0,0,1,0,1,0,0,0,0,0
22,1,489,4,91,11,49,1,83,3,0,1,0,0,0,1,0,0,0,1
41,1,80,3,73,33,75,2,95,3,0,0,1,0,0,1,0,0,0,1
30,1,425,1,70,36,56,0,54,1,0,1,0,0,0,0,0,0,0,0
31,1,257,1,42,48,60,2,33,5,0,1,0,0,1,0,0,0,0,1
44,1,446,1,43,36,93,2,90,5,0,0,1,0,0,0,1,0,0,0
45,1,77,2,61,21,92,1,98,2,1,0,1,0,1,0,0,1,0,0
25,2,256,2,97,37,61,2,72,2,0,1,0,0,0,0,0,0,0,0
30,1,80,3,93,25,76,2,94,1,0,0,1,0,0,1,0,1,0,0
44,0,202,2,72,38,75,2,93,3,0,1,0,0,0,0,1,0,0,0
42,1,477,2,39,26,89,1,48,5,0,1,0,0,0,0,1,0,0,0
28,1,21,4,31,14,52,2,82,2,0,1,0,0,1,0,0,0,1,0
34,2,124,3,36,30,82,1,99,2,0,1,0,0,0,0,1,1,0,0
47,1,452,3,61,29,90,0,88,2,1,1,0,0,1,0,0,0,1,0
43,1,96,2,92,37,66,0,34,1,0,0,1,0,0,1,0,0,0,0
39,0,383,4,54,21,45,2,60,5,0,1,0,0,0,1,0,0,1,0
49,0,294,3,40,28,71,1,83,3,1,0,1,0,0,0,0,0,0,1
34,0,364,1,50,18,63,2,81,2,1,0,1,0,0,0,1,0,0,0
19,1,135,1,30,43,58,1,59,1,0,0,1,1,0,0,0,0,0,0
33,0,191,4,75,6,79,2,41,4,0,0,1,0,1,0,0,0,0,1
34,1,89,1,53,28,64,2,75,2,0,0,1,0,0,0,1,0,1,0
15,0,435,4,43,16,64,2,34,2,0,1,0,1,0,0,0,1,0,0
20,1,40,4,48,9,88,1,39,4,1,1,0,0,0,0,1,0,0,0
47,0,258,4,91,25,84,1,52,1,0,0,1,1,0,0,0,0,0,1
25,1,369,3,47,5,80,2,98,1,1,0,1,0,0,0,0,1,0,0
39,1,371,3,47,43,96,0,88,3,0,1,0,1,0,0,0,0,0,0
33,0,80,2,36,44,90,0,88,3,0,0,1,0,0,0,0,0,0,1
39,1,81,1,73,7,50,2,61,3,1,1,0,0,0,0,1,0,0,0
31,0,31,3,49,31,82,2,70,2,0,1,0,0,0,0,0,0,1,0
37,1,19,4,51,22,87,2,52,3,1,1,0,0,0,1,0,1,0,0
47,0,13,2,48,36,83,2,94,3,1,1,0,1,0,0,0,0,0,0
42,1,194,3,42,39,47,1,88,2,0,0,1,0,0,0,1,1,0,0
25,1,62,4,87,13,83,2,51,1,0,1,0,0,0,1,0,1,0,0
35,0,57,2,85,0,85,1,98,1,1,1,0,0,0,0,0,0,1,0
40,1,110,4,37,23,81,1,52,3,1,0,1,0,0,0,0,0,1,0
32,1,496,2,91,22,74,1,50,4,0,0,1,1,0,0,0,0,0,1
34,0,483,3,31,19,64,0,90,2,0,1,0,0,0,0,0,0,0,0
31,1,302,3,99,23,87,0,37,5,0,0,1,0,0,1,0,0,1,0
36,1,73,1,91,36,94,1,97,5,0,1,0,1,0,0,0,0,1,0
44,1,215,2,96,8,52,1,64,2,0,0,1,0,1,0,0,0,0,1
26,1,321,1,98,7,61,0,94,5,0,0,1,0,1,0,0,0,0,0
21,0,349,4,79,32,99,1,76,4,0,1,0,0,0,0,0,1,0,0
49,1,289,4,95,39,88,0,61,5,0,1,0,0,0,1,0,0,0,0
26,1,200,1,98,38,88,0,94,2,0,0,1,0,0,0,1,0,0,1
21,0,156,2,67,8,58,0,58,5,0,1,0,0,0,0,1,0,0,0
44,1,183,4,62,24,45,2,48,1,0,0,1,0,1,0,0,0,0,1
21,0,288,1,91,9,69,1,80,3,0,0,1,0,0,0,0,0,1,0
27,1,116,3,66,29,72,2,91,1,0,1,0,1,0,0,0,1,0,0
17,1,440,1,94,16,69,2,85,1,1,0,1,1,0,0,0,0,0,1
42,1,431,2,70,26,63,1,87,1,1,0,1,0,0,0,1,1,0,0
41,1,59,1,92,8,59,0,58,2,0,1,0,0,0,1,0,1,0,0
19,0,457,4,72,39,41,0,62,4,0,1,0,1,0,0,0,0,1,0
27,1,179,1,54,12,75,1,66,2,1,1,0,0,1,0,0,0,0,0
25,2,35,4,70,32,90,1,64,2,0,1,0,0,0,0,0,0,0,1
30,1,367,2,80,20,67,2,31,2,0,1,0,0,0,0,0,1,0,0
38,1,125,4,66,11,98,2,57,2,0,1,0,0,0,0,1,0,0,0
32,2,270,3,71,13,55,1,45,3,1,1,0,0,1,0,0,0,0,0
29,1,427,3,46,29,73,1,57,1,0,0,1,0,1,0,0,1,0,0
34,1,372,1,82,27,74,1,63,2,0,0,1,0,0,0,1,0,0,1
15,1,79,3,43,27,77,0,52,5,0,0,1,0,1,0,0,0,1,0
27,0,244,4,56,17,56,2,69,2,0,0,1,0,0,0,0,0,0,1
24,2,20,4,99,35,82,2,99,5,0,0,1,0,1,0,0,0,0,0
35,0,211,2,62,42,64,1,51,2,0,0,1,0,0,1,0,0,1,0
35,0,27,1,37,15,42,2,85,4,0,0,0,0,0,1,0,0,0,0
35,0,36,2,63,33,98,2,68,3,0,1,0,0,0,0,1,1,0,0
34,2,245,2,50,32,51,1,69,3,0,0,1,0,1,0,0,1,0,0
46,0,245,1,64,45,75,2,53,2,0,1,0,0,0,0,1,1,0,0
40,2,369,4,71,7,58,1,66,2,0,1,0,0,1,0,0,0,1,0
32,0,300,2,85,10,45,1,65,5,1,0,1,1,0,0,0,0,1,0
37,1,250,1,64,40,96,1,34,3,0,0,1,0,1,0,0,0,1,0
38,1,58,4,94,41,73,2,36,4,0,0,1,0,0,0,1,1,0,0
26,0,394,4,52,21,54,2,98,3,0,0,1,0,0,0,0,0,1,0
34,0,125,3,54,2,42,1,82,2,0,1,0,0,0,1,0,0,0,0
19,0,483,1,47,43,58,0,69,3,0,1,0,0,0,0,1,1,0,0
43,1,246,1,66,22,47,0,92,5,0,1,0,0,1,0,0,0,0,1
39,0,193,3,54,24,46,0,63,4,1,0,1,0,0,1,0,1,0,0
42,0,320,1,94,27,85,1,98,2,1,1,0,0,0,0,0,0,0,0
47,1,312,4,74,18,84,2,81,2,0,1,0,1,0,0,0,0,0,1
45,2,466,2,38,15,45,1,79,2,0,0,1,0,0,0,0,1,0,0
19,0,117,3,71,34,59,2,52,3,0,1,0,1,0,0,0,1,0,0
30,1,343,2,87,21,75,0,92,4,0,1,0,0,0,0,1,0,0,1
47,2,137,4,96,7,94,0,53,1,0,0,1,0,0,0,0,0,0,1
31,1,236,1,58,35,52,2,96,5,0,0,1,1,0,0,0,0,1,0
41,1,354,4,42,37,47,1,96,3,0,1,0,0,1,0,0,1,0,0
47,1,421,1,71,3,92,1,77,1,1,1,0,1,0,0,0,0,1,0
28,1,206,2,71,32,56,1,58,5,1,1,0,0,0,0,0,0,0,0
20,1,397,1,58,16,96,0,84,2,0,1,0,0,0,0,1,0,0,1
16,0,183,1,39,43,80,1,39,1,1,1,0,1,0,0,0,1,0,0
49,1,427,1,57,31,63,2,50,2,0,0,1,0,1,0,0,0,0,1
35,1,348,2,92,22,45,0,67,2,0,0,0,1,0,0,0,1,0,0
46,1,359,1,94,25,60,2,91,2,0,0,1,0,0,0,1,0,1,0
46,1,331,2,35,38,96,1,82,3,0,0,1,0,1,0,0,0,1,0
46,0,292,2,60,35,78,1,81,3,0,1,0,0,0,1,0,0,0,1
26,1,392,4,61,32,69,1,56,3,0,0,1,1,0,0,0,0,1,0
41,0,128,1,48,21,55,1,68,4,0,1,0,1,0,0,0,0,1,0
44,1,64,4,89,38,50,1,55,2,0,1,0,0,0,1,0,0,1,0
46,0,204,3,48,12,75,1,44,2,0,1,0,0,0,1,0,0,0,0
29,1,39,2,95,21,49,0,80,5,0,1,0,0,0,1,0,0,0,0
45,0,321,4,73,20,48,2,88,4,0,1,0,0,1,0,0,0,0,1
21,0,194,3,54,20,42,1,88,4,0,0,1,0,0,0,1,0,1,0
23,1,80,3,95,30,98,2,84,1,0,1,0,0,0,1,0,0,0,0
41,0,428,3,46,48,57,1,31,2,0,1,0,0,1,0,0,1,0,0
49,1,30,4,40,11,88,1,49,1,0,1,0,0,0,0,1,0,0,0
27,1,19,4,88,13,56,0,36,4,0,1,0,0,1,0,0,1,0,0
21,0,307,4,52,6,62,2,59,2,0,1,0,0,0,0,1,1,0,0
26,1,111,3,63,33,59,1,86,1,0,0,1,0,0,0,0,1,0,0
16,2,245,4,99,8,42,2,45,2,1,0,1,0,0,1,0,0,0,0
34,1,133,4,62,46,44,1,41,3,1,1,0,0,0,0,1,0,1,0
37,0,121,3,73,28,44,1,53,1,0,0,1,0,0,0,1,0,1,0
44,1,363,3,67,27,76,2,90,1,0,1,0,0,1,0,0,1,0,0
39,0,341,1,84,43,72,0,49,4,1,1,0,1,0,0,0,1,0,0
30,2,23,2,65,13,94,1,98,2,0,0,1,1,0,0,0,0,0,0
41,1,24,3,89,40,70,2,88,2,0,1,0,0,0,0,1,0,0,1
33,1,459,1,50,15,56,1,50,5,0,1,0,0,1,0,0,0,0,0
17,2,275,2,84,39,58,1,48,5,0,0,1,0,1,0,0,1,0,0
18,0,407,4,37,15,52,0,68,2,1,0,1,0,0,0,1,0,0,0
25,1,209,2,59,3,97,2,47,4,0,1,0,0,1,0,0,0,0,1
17,0,492,3,37,23,60,2,70,1,0,0,1,0,1,0,0,1,0,0
40,0,228,3,47,16,67,1,76,3,0,0,1,0,0,0,0,0,0,0
16,0,16,3,43,10,90,2,87,3,0,1,0,0,0,1,0,1,0,0
30,1,21,3,31,22,81,1,57,2,0,0,1,0,0,0,0,1,0,0
32,1,96,1,71,11,83,1,59,1,0,0,1,0,0,0,0,0,0,1
24,1,75,4,63,48,61,1,36,1,0,0,1,0,0,1,0,0,0,1
36,1,362,3,70,20,65,1,70,4,0,1,0,0,1,0,0,0,0,1
23,0,164,3,43,41,97,1,85,3,0,0,1,0,1,0,0,0,0,1
42,2,117,1,67,17,60,1,34,3,0,0,1,0,0,1,0,1,0,0
31,2,489,3,68,26,56,1,93,4,0,1,0,0,0,0,0,0,1,0
26,1,215,2,53,38,66,1,32,5,0,1,0,1,0,0,0,0,1,0
25,0,236,3,60,34,88,1,64,3,1,1,0,0,0,0,0,1,0,0
41,1,23,1,88,9,78,2,96,1,1,0,1,0,1,0,0,0,0,0
16,0,110,1,87,20,78,1,91,3,0,0,1,1,0,0,0,0,0,1
20,0,282,1,71,19,95,1,63,3,0,0,0,0,0,0,0,1,0,0
21,0,407,1,34,43,78,1,61,3,0,1,0,1,0,0,0,0,0,0
33,1,284,1,32,21,57,2,36,3,0,1,0,0,0,0,1,0,1,0
43,2,28,4,70,3,74,0,53,5,0,0,0,0,0,0,1,0,0,1
22,2,136,1,49,4,56,1,89,5,0,1,0,0,0,0,1,0,0,1
47,2,257,4,66,0,84,2,94,3,1,0,1,0,0,1,0,0,0,1
18,2,404,3,63,2,71,2,44,1,0,0,1,0,0,1,0,0,1,0
48,0,412,3,46,22,69,1,75,1,0,1,0,0,1,0,0,1,0,0
26,0,70,3,64,37,80,1,78,4,1,0,1,0,0,1,0,0,0,0
41,1,236,4,58,33,78,1,39,3,0,1,0,0,0,1,0,0,1,0
47,0,298,3,99,25,91,1,87,2,0,0,1,0,0,0,0,0,0,1
35,1,380,3,94,26,54,1,94,1,1,1,0,0,0,0,0,0,1,0
35,2,193,4,32,5,45,2,71,2,1,0,1,0,0,0,0,0,0,1
34,0,392,1,99,27,73,1,97,1,0,1,0,1,0,0,0,0,1,0
39,1,436,4,84,27,45,2,70,2,1,1,0,0,0,0,0,1,0,0
26,0,179,4,89,43,54,1,43,4,0,1,0,0,0,0,1,0,0,1
37,1,234,1,55,12,95,1,96,2,1,0,1,0,0,0,1,0,1,0
47,1,427,4,68,15,93,1,60,3,0,1,0,1,0,0,0,0,1,0
35,2,459,1,83,46,84,2,33,3,0,0,1,0,0,0,1,1,0,0
49,1,132,1,67,6,86,1,74,4,0,1,0,0,0,0,1,0,0,0
42,1,306,1,98,11,79,1,89,4,0,0,1,0,0,0,0,1,0,0
28,0,97,4,86,1,93,0,81,3,0,0,1,0,0,0,1,0,0,1
25,2,38,2,79,3,41,2,93,2,0,0,1,0,0,0,1,1,0,0
27,0,146,3,60,14,96,2,60,5,1,0,1,0,1,0,0,0,0,0
22,1,30,1,67,39,67,0,57,2,0,1,0,1,0,0,0,1,0,0
20,1,394,1,41,28,49,2,39,4,0,1,0,0,1,0,0,0,0,1
29,0,430,3,78,14,88,0,32,5,0,0,1,0,0,0,0,0,1,0
26,1,367,4,97,21,77,2,33,5,0,1,0,0,0,0,1,0,1,0
16,1,473,4,40,3,87,1,67,3,0,0,1,0,0,1,0,0,0,0
15,0,398,4,69,43,51,1,73,4,0,1,0,1,0,0,0,0,1,0
39,2,282,3,31,26,60,1,92,5,0,1,0,0,0,0,0,1,0,0
44,0,85,3,63,19,69,2,84,5,1,0,1,0,0,1,0,0,1,0
36,1,33,1,43,28,49,2,36,3,0,1,0,1,0,0,0,1,0,0
41,2,238,4,77,46,91,1,81,2,0,0,1,0,0,0,0,0,0,1
34,0,174,2,72,37,84,1,44,4,0,0,1,0,1,0,0,0,0,1
45,0,408,3,57,12,82,2,35,5,1,0,0,1,0,0,0,0,0,0
39,1,352,3,83,1,75,2,68,1,0,1,0,0,0,0,1,0,0,0
49,0,199,3,91,19,71,1,71,1,0,0,1,0,0,0,1,1,0,0
33,1,440,2,83,30,82,1,78,4,0,0,0,1,0,0,0,0,0,0
35,1,239,1,34,40,58,0,87,5,0,1,0,1,0,0,0,0,1,0
18,0,247,2,81,36,47,1,66,5,0,1,0,0,0,0,1,0,1,0
41,1,10,3,88,14,74,1,71,5,1,0,1,1,0,0,0,1,0,0
30,1,45,2,53,40,75,1,84,3,0,0,1,0,0,1,0,0,1,0
17,1,45,2,39,4,66,0,57,2,1,0,1,0,0,1,0,0,0,0
18,0,349,2,55,47,60,0,88,4,0,0,1,1,0,0,0,1,0,0
36,2,298,3,35,19,89,2,96,5,0,1,0,0,0,0,0,1,0,0
21,0,210,2,93,19,84,2,40,3,0,1,0,1,0,0,0,0,1,0
43,0,143,4,39,41,64,0,53,2,0,1,0,0,0,0,1,0,0,0
37,1,247,2,55,49,53,2,51,4,0,1,0,0,0,1,0,0,0,1
41,1,248,2,79,45,45,0,97,4,0,1,0,0,0,1,0,1,0,0
22,1,179,4,80,13,80,1,50,3,0,0,1,0,0,0,1,0,1,0
44,1,262,2,31,23,69,1,42,5,0,1,0,0,0,0,1,0,0,1
28,2,371,2,87,9,92,2,79,5,0,0,1,0,0,1,0,1,0,0
47,1,144,4,48,10,80,2,71,1,0,1,0,0,0,1,0,0,1,0
40,1,167,2,55,15,70,2,31,5,0,1,0,0,1,0,0,1,0,0
18,2,24,2,75,7,42,2,70,2,0,1,0,0,0,1,0,0,0,1
44,1,351,2,64,0,64,1,84,1,0,0,1,0,1,0,0,0,0,0
26,0,186,1,71,25,44,1,41,5,0,1,0,0,0,0,1,0,0,0
46,1,160,1,84,39,96,0,56,5,0,0,1,0,0,1,0,0,0,1
36,1,20,1,36,44,81,1,85,2,0,0,1,0,1,0,0,0,0,0
41,0,303,1,33,17,77,2,70,1,0,1,0,0,0,0,1,0,0,1
19,1,289,4,40,35,71,2,46,2,0,1,0,0,1,0,0,1,0,0
27,1,57,3,43,44,40,0,67,5,0,1,0,0,0,0,0,0,1,0
15,0,136,2,66,20,79,1,30,4,0,0,1,0,0,0,0,0,0,1
21,2,49,2,70,34,52,2,60,4,0,1,0,0,0,0,1,1,0,0
18,1,392,4,68,15,51,2,92,5,0,1,0,0,0,0,0,1,0,0
16,0,162,2,79,5,77,2,95,5,1,1,0,0,1,0,0,0,0,0
48,1,461,3,31,24,97,2,73,2,1,1,0,1,0,0,0,0,0,1
28,1,429,4,49,6,86,2,80,5,0,0,1,0,1,0,0,0,0,0
33,2,251,3,91,44,58,1,50,2,0,1,0,0,1,0,0,0,0,0
27,2,362,2,80,41,88,2,41,5,0,1,0,0,1,0,0,0,0,1
46,0,168,2,78,1,48,1,75,4,0,0,1,1,0,0,0,1,0,0
27,1,21,3,91,18,64,1,56,5,0,1,0,0,0,1,0,0,1,0
30,2,127,1,48,21,99,1,68,4,0,1,0,0,0,0,1,0,0,1
21,0,491,2,71,47,97,2,80,3,0,1,0,1,0,0,0,0,0,0
49,1,250,2,95,29,75,1,30,5,0,1,0,0,0,1,0,0,1,0
49,1,64,4,50,5,75,2,87,4,0,0,1,0,0,0,0,0,0,1
43,2,239,4,64,39,40,1,43,1,0,0,1,0,0,0,0,1,0,0
30,1,405,3,67,24,79,0,65,1,0,1,0,0,0,1,0,1,0,0
30,0,15,3,57,28,48,2,45,4,0,1,0,1,0,0,0,0,0,0
47,0,27,1,35,0,99,1,70,4,1,0,0,0,0,0,1,1,0,0
37,0,447,1,58,25,75,2,52,5,1,0,1,0,0,1,0,1,0,0
41,1,199,2,52,33,64,1,99,4,0,0,1,0,1,0,0,1,0,0
44,1,352,3,84,44,73,0,58,3,1,0,1,0,1,0,0,1,0,0
47,1,347,2,59,49,42,1,57,2,1,1,0,0,1,0,0,0,0,0
28,0,121,4,44,31,56,1,47,5,0,1,0,0,0,0,0,0,0,0
27,2,160,1,81,43,95,2,66,1,1,1,0,1,0,0,0,0,0,1
35,2,129,4,47,46,48,1,34,3,0,1,0,0,0,0,0,0,0,1
33,2,251,1,99,2,90,1,59,3,0,1,0,0,0,0,0,1,0,0
26,2,89,2,92,31,45,2,78,1,0,0,1,0,0,0,0,0,0,1
18,1,252,1,46,44,76,1,48,3,0,0,1,1,0,0,0,0,1,0
30,0,265,3,35,27,58,1,88,4,0,1,0,0,0,0,0,0,1,0
39,1,427,2,75,37,62,0,84,5,0,1,0,0,0,1,0,1,0,0
20,0,439,4,47,30,86,1,66,5,0,1,0,0,1,0,0,1,0,0
49,0,344,2,60,10,99,1,71,4,0,0,1,0,0,0,1,0,1,0
18,0,142,3,95,31,86,1,69,2,0,0,0,1,0,0,0,0,1,0
30,1,280,2,91,20,94,1,78,4,0,1,0,0,0,0,0,0,1,0
23,1,359,4,83,22,53,1,85,2,1,0,1,0,0,1,0,0,1,0
16,1,243,1,37,19,65,1,86,4,0,0,1,0,1,0,0,0,1,0
21,2,240,2,89,19,79,2,61,4,0,0,1,0,0,1,0,0,0,1
49,1,210,1,55,45,49,1,80,3,0,1,0,0,0,1,0,0,0,1
19,1,336,3,77,49,89,2,35,3,0,0,1,1,0,0,0,1,0,0
27,0,21,4,65,41,73,1,44,3,0,1,0,1,0,0,0,0,0,0
25,1,378,1,73,13,97,0,81,4,0,1,0,0,0,1,0,0,0,0
36,2,295,4,92,22,97,2,44,2,0,1,0,0,1,0,0,0,1,0
36,1,446,2,49,29,43,0,41,5,0,0,1,0,0,0,1,0,0,1
21,1,377,4,33,16,82,0,49,3,1,1,0,0,0,0,1,0,0,0
15,1,20,3,82,21,91,1,45,3,0,0,1,1,0,0,0,0,0,0
39,0,118,2,97,2,67,1,55,3,1,1,0,1,0,0,0,0,1,0
30,1,36,1,70,42,70,2,34,1,1,1,0,1,0,0,0,0,0,0
35,0,70,1,82,28,83,0,73,4,0,1,0,0,0,1,0,0,1,0
37,2,214,4,53,43,97,2,42,1,0,1,0,0,0,0,1,0,0,0
49,1,405,1,51,8,53,1,92,1,0,0,1,0,0,0,0,0,0,0
38,2,125,3,99,49,77,0,79,5,0,0,1,1,0,0,0,0,1,0
42,2,462,3,96,14,98,1,96,5,0,1,0,1,0,0,0,0,1,0
47,2,47,3,70,35,41,1,94,3,0,1,0,0,0,0,1,0,1,0
28,1,380,2,31,35,88,1,61,1,0,0,1,0,0,0,1,0,0,0
24,0,95,3,33,45,83,1,89,1,0,0,1,1,0,0,0,0,1,0
47,1,458,1,90,6,70,2,51,4,1,0,1,0,0,1,0,0,0,0
49,1,427,1,38,9,83,1,90,3,0,1,0,0,1,0,0,0,1,0
36,0,35,3,32,14,41,1,42,3,0,1,0,0,1,0,0,1,0,0
23,1,335,4,65,19,61,1,34,4,0,1,0,1,0,0,0,1,0,0
35,2,346,2,90,9,57,0,93,4,0,1,0,1,0,0,0,1,0,0
38,1,336,4,99,17,99,2,90,1,0,1,0,1,0,0,0,0,0,1
32,1,26,2,35,30,77,2,32,4,0,0,1,0,1,0,0,1,0,0
30,1,285,4,36,29,90,0,31,4,0,1,0,1,0,0,0,0,0,0
22,0,396,4,84,14,92,2,99,5,0,0,0,0,1,0,0,0,1,0
15,1,428,1,32,42,74,1,60,2,1,1,0,0,0,0,0,0,0,1
40,1,26,4,30,9,87,1,89,3,0,0,0,0,0,0,1,0,0,1
20,1,121,4,62,8,41,2,74,4,0,1,0,1,0,0,0,0,1,0
22,1,323,4,80,17,93,2,94,5,0,0,1,0,1,0,0,1,0,0
25,1,244,4,99,23,72,1,88,2,0,0,1,0,0,0,0,0,0,0
28,1,123,3,59,8,74,0,66,2,0,1,0,1,0,0,0,0,0,1
27,1,499,2,94,36,60,2,45,3,0,0,1,0,0,0,0,1,0,0
34,0,326,4,86,29,64,1,84,1,0,0,0,0,0,0,1,1,0,0
20,1,430,3,61,22,56,1,42,1,1,0,1,1,0,0,0,0,1,0
23,1,65,4,75,17,47,0,73,3,0,0,0,1,0,0,0,1,0,0
39,2,170,3,91,14,91,0,51,3,0,0,1,1,0,0,0,0,0,1
22,0,195,4,95,11,94,2,50,5,0,0,1,0,0,0,1,0,0,0
18,0,16,3,47,23,67,1,40,5,0,0,1,0,0,0,0,1,0,0
35,1,58,1,39,0,45,2,64,2,1,1,0,0,0,0,0,1,0,0
30,1,268,3,71,18,80,1,47,2,1,0,1,0,1,0,0,0,0,1
28,1,191,2,38,5,81,1,49,3,0,1,0,0,1,0,0,0,1,0
26,0,235,1,59,6,82,0,93,5,0,1,0,0,1,0,0,0,0,1
28,0,455,3,34,18,97,2,60,4,1,0,1,0,1,0,0,0,0,0
44,0,95,3,61,13,87,1,55,3,0,0,1,0,1,0,0,0,0,0
23,0,221,1,69,31,77,2,91,4,0,0,1,0,0,1,0,1,0,0
43,2,381,3,60,17,59,2,40,1,0,0,1,0,0,1,0,1,0,0
33,0,103,1,62,1,60,1,78,1,0,0,1,1,0,0,0,0,0,0
35,0,337,4,46,49,71,2,36,3,1,0,1,0,0,0,1,0,0,0
43,1,482,3,77,42,78,2,89,1,0,1,0,1,0,0,0,0,1,0
21,2,144,2,73,31,64,1,79,3,0,1,0,0,1,0,0,0,0,1
21,2,160,2,92,45,93,2,53,2,0,0,1,0,0,0,0,0,0,1
23,1,359,3,95,7,47,1,81,5,0,1,0,0,1,0,0,0,1,0
38,1,485,3,87,38,42,1,87,3,0,0,1,0,0,0,1,0,0,0
28,1,333,1,87,11,49,2,48,4,0,0,1,0,1,0,0,0,1,0
35,1,151,4,35,24,79,1,68,1,0,0,1,0,1,0,0,0,1,0
29,1,496,2,38,11,97,0,67,5,0,0,1,0,0,0,1,0,0,1
40,0,472,2,99,2,44,0,97,5,0,1,0,0,0,0,1,1,0,0
18,2,301,2,98,43,88,1,37,5,0,1,0,1,0,0,0,0,1,0
29,1,353,2,44,30,61,1,33,5,0,0,1,0,0,0,1,1,0,0
40,1,206,3,30,48,73,1,89,4,0,1,0,1,0,0,0,0,1,0
38,1,401,3,67,48,58,1,59,5,0,0,1,0,0,0,1,0,0,1
44,2,27,2,64,2,91,1,62,2,1,0,1,0,0,1,0,0,0,0
35,0,382,3,76,0,81,1,33,2,1,1,0,1,0,0,0,0,0,0
40,1,250,2,68,4,47,1,54,4,0,1,0,0,0,0,1,0,0,0
48,1,244,4,76,10,57,1,65,2,1,1,0,0,0,0,1,0,1,0
35,1,425,2,90,40,74,1,69,1,1,0,1,0,0,0,0,1,0,0
26,1,63,1,38,35,92,1,70,4,0,0,1,0,0,0,0,1,0,0
35,1,308,2,65,12,81,1,51,4,0,1,0,0,0,0,0,0,1,0
33,1,275,3,32,35,94,1,65,3,0,1,0,0,0,0,0,1,0,0
31,1,80,2,48,34,71,1,35,4,0,0,1,0,0,0,0,0,1,0
24,1,416,4,99,21,42,1,44,1,0,1,0,0,0,1,0,1,0,0
16,1,462,4,47,44,77,2,38,3,1,1,0,0,0,0,1,0,0,1
38,2,111,3,46,34,56,0,92,1,1,1,0,0,1,0,0,0,0,1
18,1,243,4,69,49,96,1,34,1,0,0,1,1,0,0,0,0,0,1
38,1,160,1,83,1,46,1,79,2,0,1,0,1,0,0,0,0,0,1
40,0,299,3,95,37,69,1,64,2,0,1,0,0,0,0,0,1,0,0
24,2,112,4,73,13,62,2,43,5,1,0,1,0,0,1,0,0,1,0
24,0,55,2,57,11,65,2,58,1,0,1,0,0,0,0,0,0,1,0
17,1,479,2,62,15,64,0,68,3,0,1,0,0,1,0,0,1,0,0
49,1,57,1,39,30,93,2,42,3,0,0,1,1,0,0,0,0,1,0
30,2,449,3,56,37,84,0,36,3,0,0,0,0,1,0,0,0,1,0
17,2,89,2,65,23,55,1,92,4,1,0,1,0,0,0,0,1,0,0
38,1,332,2,43,18,51,1,74,1,1,1,0,0,0,1,0,0,0,1
39,1,114,2,69,10,91,2,30,2,0,0,1,0,0,0,0,1,0,0
41,2,257,1,66,16,76,1,68,2,0,1,0,1,0,0,0,0,0,0
23,1,468,1,34,29,93,1,90,2,0,0,1,0,0,0,0,1,0,0
26,0,475,2,97,39,82,1,46,5,0,1,0,0,0,1,0,1,0,0
43,1,58,3,43,36,45,0,40,4,0,1,0,1,0,0,0,0,1,0
49,0,401,2,60,27,77,1,64,4,0,0,1,0,0,0,1,0,0,0
42,1,13,3,62,13,42,2,47,4,0,0,1,0,1,0,0,0,0,0
19,1,34,1,60,22,58,1,82,2,0,1,0,0,1,0,0,0,0,0
43,2,89,2,96,27,71,2,81,1,0,1,0,0,1,0,0,0,1,0
